PC1,PC2,PC3
-0.000279337092128143,-0.00974833956343913,0.00216222029895344
-0.000221478645934,-0.00507086767755307,0.00132784403460343
-3.06200211620171e-05,-0.0108263863259153,0.00212294890134494
0.00124833651710562,0.00386920385516055,-0.00195042347041085
0.000400084425576593,-0.00257319785245239,0.000283530986627461
0.00116216856385559,0.00376126779115875,-0.00176931595638205
-7.12619209455439e-05,-0.0109966945682902,0.00214283686319466
-0.000878811157631018,0.0052256544356373,-0.000198372541289416
-0.000471166389581783,-0.0053012399959871,0.00153989987237002
0.000364131961450739,0.0102073603234257,-0.00250292618811217
-3.35843353285087e-05,-0.010942751112132,0.0021278806891708
2.68605420043712e-05,0.00544952772884072,-0.000757765567125234
-9.11051162481699e-06,-0.0109990249506118,0.00216274547609032
-0.00030585332228886,-0.0100277516670642,0.00231832080437482
-3.71495381020555e-06,0.00545984335889782,-0.000838508378190477
-0.00206752374972815,-0.0107346707608205,0.00647414750719991
1.27345808507814e-06,0.00551971518553091,-0.000843835601772546
0.000932735293205481,-0.00625815788038767,0.000531765256479433
-0.00011838097456557,0.00537788655792607,-0.00072727970884948
0.000468874205522675,-0.00315337821362397,0.000482942419717049
9.17198825087052e-05,-0.0108340785572911,0.00203814332957659
0.000152744790858665,0.0110374652575948,-0.002285175061234
-3.33668948815966e-05,0.00545378982128289,-0.000695863648006994
-3.02793468906787e-05,0.0110678890161338,-0.00216332345355155
0.000966009646103422,0.00303768320375817,-0.0022869392219826
-0.000668187776322021,-0.00272395258226108,0.00140530061264743
0.000618712690990295,0.00923995189619634,-0.00255854245232101
0.00369400636720506,0.00356955633217145,-0.000144927718615165
0.00450200484151787,0.0060722327394272,-0.00173102566773574
0.000773341023802629,-0.00937450512075327,0.00252157088264876
0.000629362996064602,-0.00438729988099039,0.00126646537918384
-0.0061491522828433,-0.00632072512796779,0.00368362585558385
-0.00535082574427446,-0.00710129962833153,0.00332497101539341
-0.00595811132868777,-0.00627374169638719,0.00432319544375295
-0.00619495201567055,-0.00661428545277546,0.00343381522205461
-0.00107352939460975,0.00889767854217767,-0.00212245091849379
0.00650759700928513,0.00695440459017876,-0.00415733383980888
0.00527406171899165,0.00748691686659579,-0.00382521174791774
-0.00641804967547516,-0.00694614253213344,0.0040748868004055
-0.00622965299041412,-0.00694958529936668,0.00378476800538351
-0.00132660221175177,0.00762945821217823,-0.000617085060193908
0.00148053827176639,0.00678535680990352,-0.0027747245659481
0.00721627397687,-0.000471907914773987,-0.00324121328098272
0.00616621265976144,0.00729685994572357,-0.00410297697084759
0.00533039916216963,0.00450703870499724,-0.00108312464528825
0.00625644014325255,-0.000284127060669047,-0.00310846606011226
-0.00269672232103372,-0.00424674614994124,0.00329623831316795
-0.00761649372194668,-0.00653209361391945,0.00634508232268747
-0.0072804569777852,-0.00873613600704601,0.0108732861740561
0.00155715526201929,0.00248654599257829,-0.000408410116209418
-0.00135676586239672,0.00251526997683866,0.00031217890346424
-0.000592896368152857,-0.00831678167408406,0.00228090973190746
-0.000938140341115226,-0.00264510291830793,0.00113535970409958
-0.00179969939470956,0.000717762817783715,0.00595440210056055
-0.0034342379632224,-0.0100327106393729,0.0110560719165813
-0.000716027119922645,0.00160469007596734,-0.000421770734843211
0.0016176589063967,-0.00408754483106565,0.00126497532462737
0.00666614615465056,0.00982268873938066,-0.00676715216375432
-0.0012163000168839,-0.00292390970152536,0.00442921645767982
-0.00150957172097922,0.00680215941026559,-0.00119031802824447
-0.000647453244839163,0.00195136310177308,-0.000260629265390629
0.000397452836099265,0.00456353715034272,-0.00216427213984756
0.000876057509403984,0.00534416861127418,-0.00281249480122247
0.00010467432979951,0.00076317613897068,6.17403474749206e-05
-0.00115559299169561,0.0064757356701706,0.00103574222072878
-7.26073970870317e-05,-0.00171149242584574,0.00172091289887367
-0.00211733914908007,-0.00241966544195306,-0.000697735618452568
-0.000444614807972422,-0.00399430522158718,0.00189886290400334
0.00164926513874649,0.000895916921317084,0.00251680427153736
0.000361649807482001,0.00103594216642175,0.0031441287593834
-0.000962622260292494,0.00124901089219807,-0.00172667480036467
-0.0011032572836567,0.0020332631194683,-0.00324317992977983
-0.00110610904310472,0.00200134946549418,-0.00331487968372713
0.000704553751990313,-0.0046698835652694,-0.00176826378942768
0.00070571979171249,-0.004143267806435,-0.000438579496815622
-0.00162433692834264,-0.0042260315640628,0.00305190317719338
-0.000264395720534215,-0.00354263604070044,-0.00141017082102102
0.0023088691442958,-0.0064202263857417,-0.00283263481895752
-0.00246214188996846,0.00654787896816332,0.00265107761221424
0.00615278547486553,-0.00261329323694692,0.00319473330717925
0.00246074120032361,-0.00677010931110576,-0.00274100523725094
0.000367108669439386,-0.00363954406348701,0.000150156348419927
-0.00100804395821155,0.00266646524480462,0.00278188528247141
-0.00156086537630225,-0.00830813465497985,-0.00011590346707343
-0.00322224887760948,-0.00209744018428561,-0.00136679029655158
-0.00259463893792774,-0.0044470453111517,0.00227760152511789
-0.0014726124320656,0.00433699431821161,0.00127654602083002
0.00298101112746281,-0.00879549180696342,-0.00245926576072145
-0.00606039084950703,-0.00935296575867039,0.00267302828648513
0.00327276780020325,-6.70139145130335e-05,-0.00102285148911528
0.0057130307558982,0.00894195618523952,0.000138273297087763
-0.00821248319472716,0.00137318500235422,0.00482008389071409
0.00423836296894387,0.00110790812300908,-0.00154836939346565
-0.00163225187068127,-0.00425488409500315,0.00198827461484827
-0.00659041041797182,-0.00708486501646006,0.00273735615348455
-0.00198624506788452,-0.00274580784194354,0.00168790968231416
0.00299469213917751,0.00460723416006168,-0.00137544003041915
-0.00196278983431453,-0.00273446915383935,0.00172008990713957
0.0073643107186747,0.0118919315838195,-0.00494819133798277
0.00263287321664184,-0.00784568166898557,-0.00270537670045971
-0.000597929697663637,0.00357768088636757,-0.000533196177138702
-0.00653484146660986,-0.00426970509025943,0.00732600157532805
0.00379378978710432,0.00305501183606534,-0.00288890635587942
-0.000750026683684124,0.00125744516056864,0.00134158311498528
-0.000148347616471507,-0.00364220240461019,-0.00273063680906686
-0.00663515917007817,-0.00607481168965105,0.0023475912915442
-0.00292785238082746,-0.00250573777961049,0.00218699434943724
-0.00303172303912885,-0.00237542973701937,0.00210271195446807
0.000295181380515284,-0.000425618660015247,0.00393588819760212
-0.0010145444248948,0.0030825434596629,0.00182283846581971
0.00011646122094744,-0.00155874145651878,-0.0022335599273511
0.00118177812420678,-0.0020394968439023,-0.00235700929392022
0.00236779265382698,-0.00384142595892502,-0.00473357041907553
0.00127429264360881,-0.00205560794294309,-0.00242615961263589
0.0043886164024396,0.00356504474908659,-0.000666380006097475
-0.00112240734429809,0.00299139784105455,0.00163411380173128
-0.00535382104196166,-0.00350927916674856,0.00211255145222319
0.0077285428873637,0.00463210921656929,-0.00266041733360572
0.00993665279766307,0.0082658311302451,-0.00736602082707004
0.00404663012591151,0.00408978605658208,-0.00264402835273152
0.000885645992244456,-0.00438535122395538,0.000799291599622352
-0.00120582477784129,-0.0101753421208422,0.00503644211634688
-0.000848863592451245,0.00552829180337082,0.000821753171597481
0.000906929811894238,-0.0135900781621683,-0.000260532972653414
0.00267233774624279,0.0127211665211386,-0.00547696959670545
